1.81177	33.7207	0.1
2.12363	33.6178	0.2
0.62044	31.0811	0.3
0.511914	26.3222	0.4
0.30448	19.9759	0.5
0.314648	16.0107	0.6
0.468238	20.1935	0.7
0.374553	18.3975	0.8
0.760587	29.9878	0.9
1.42357	44.2236	1
0.795764	38.724	1.1
1.60712	42.9597	1.2
1.56783	36.8251	1.3
1.9143	25.0292	1.4
1.93931	12.8099	1.5
1.7566	7.83937	1.6
1.47498	8.95345	1.7
1.03015	6.15218	1.8
0.758422	5.30863	1.9
1.17413	4.8354	2
1.0755	8.75372	2.1
1.14996	10.926	2.2
0.833717	10.9818	2.3
0.982366	12.8367	2.4
1.51677	20.0884	2.5
2.0116	22.8427	2.6
2.26411	25.9673	2.7
1.65113	22.9545	2.8
0.622726	17.2431	2.9
1.57256	14.7064	3
1.56789	26.2438	3.1
0.727418	35.5589	3.2
1.50416	17.255	3.3
3.14637	10.1681	3.4
1.22281	21.3351	3.5
2.6771	20.756	3.6
2.21744	35.8913	3.7
2.05945	26.1059	3.8
2.10425	32.0348	3.9
2.21827	24.6833	4
2.40153	34.7921	4.1
3.0942	41.3559	4.2
3.52474	44.4806	4.3
3.57942	50.8856	4.4
3.19395	46.55	4.5
3.12498	41.4207	4.6
3.46156	43.8576	4.7
3.66461	48.3049	4.8
3.49674	38.8899	4.9
2.94805	51.2739	5
4.66446	60.1129	5.1
5.26315	62.5497	5.2
5.03099	58.796	5.3
4.2647	52.4498	5.4
4.46775	52.0824	5.5
4.4334	51.2388	5.6
4.22102	51.6122	5.7
3.92951	48.2818	5.8
4.36005	47.3324	5.9
4.99337	54.055	6
4.27159	55.5923	6.1
3.46574	48.1879	6.2
3.06542	42.3179	6.3
2.98657	40.0986	6.4
3.72374	39.7312	6.5
4.23341	43.0675	6.6
4.79749	53.97	6.7
4.53565	58.4174	6.8
4.32327	52.7061	6.9
4.19497	47.1006	7
5.00137	49.6432	7.1
4.24497	56.5245	7.2
3.56771	50.7603	7.3
3.32071	44.8903	7.4
3.94413	48.0678	7.5
4.08783	49.7639	7.6
4.06833	50.8251	7.7
4.59778	52.4154	7.8
5.18164	64.4819	7.9
8.79715	89.7229	8
9.14362	97.2921	8.1
8.42679	95.2845	8.2
7.12143	86.716	8.3
5.84574	64.7084	8.4
4.4662	52.1717	8.5
4.01643	63.9207	8.6
1.3263	64.8231	8.7
2.00907	48.424	8.8
5.36741	45.4111	8.9
4.06205	69.6998	9
2.20279	81.1843	9.1
1.48595	61.2402	9.2
1.48623	51.6135	9.3
0.942494	53.3096	9.4
0.804294	49.8205	9.5
0.740278	44.3738	9.6
0.740559	38.5566	9.7
0.632032	35.4908	9.8
0.666928	39.8324	9.9
0.998565	59.0418	10
1.42911	50.9495	10.1
1.64699	45.7672	10.2
1.99346	43.9184	10.3
1.52391	40.006	10.4
0.792238	28.3159	10.5
0.490833	20.2236	10.6
0.520788	17.9514	10.7
0.540847	25.838	10.8
0.818077	32.2431	10.9
0.709555	35.4736	11
0.823581	42.302	11.1
0.611197	44.1568	11.2
0.67577	38.2339	11.3
0.527679	32.5755	11.4
0.567521	31.3086	11.5
0.617258	33.1105	11.6
0.681828	34.595	11.7
0.657376	44.5451	11.8
0.791189	53.9131	11.9
0.816193	64.551	12
1.0687	74.9243	12.1
0.970065	73.1813	12.2
0.930777	76.6234	12.3
0.881598	88.4253	12.4
1.00552	92.5553	12.5
0.773352	87.6905	12.6
0.921997	88.6988	12.7
0.724454	81.0298	12.8
0.818697	73.5196	12.9
0.997016	77.6495	13
0.61154	67.2292	13.1
0.770076	84.7983	13.2
1.26986	108.346	13.3
1.16134	97.291	13.4
1.21107	100.363	13.5
1.38939	112.694	13.6
1.16712	106.824	13.7
1.21685	102.277	13.8
1.60783	105.983	13.9
1.40534	117.679	14
1.22263	110.01	14.1
1.13883	100.278	14.2
1.11933	97.5824	14.3
1.15917	94.4637	14.4
1.16439	94.2551	14.5
1.19929	90.6072	14.6
1.23419	91.88	14.7
1.19985	91.9359	14.8
1.1754	87.9177	14.9
1.24492	83.8466	15
1.32927	86.3364	15.1
1.45318	92.9002	15.2
1.4139	96.2366	15.3
1.37956	97.1389	15.4
1.37984	92.6446	15.5
1.42463	93.9703	15.6
1.41501	93.6029	15.7
1.45485	95.4578	15.8
1.50954	91.7041	15.9
1.37628	93.9822	16
1.3815	91.4455	16.1
1.29277	88.3797	16.2
1.3969	86.2134	16.3
1.3675	84.2586	16.4
1.36284	25.4786	16.5
0.542146	20.0318	16.6
