2.06803	0.524476	0.1
2.9092	2.73893	0.2
1.6663	14.6853	0.3
1.97895	32.8671	0.4
2.24355	29.4872	0.5
2.68232	25.6993	0.6
2.83882	44.4056	0.7
1.86018	53.7879	0.8
1.25391	62.8788	0.9
1.1041	62.7622	1
0.714044	55.1282	1.1
1.21889	32.2844	1.2
0.864873	27.0396	1.3
0.0243687	27.7972	1.4
0.0353524	25.1748	1.5
0.0350133	24.3007	1.6
0.0346741	14.7436	1.7
0.0343405	19.2308	1.8
0.0340013	18.9394	1.9
0.224936	22.4942	2
0.224936	29.3706	2.1
0.213263	36.655	2.2
0.213597	31.1189	2.3
0.008287	23.3683	2.4
0.814872	22.9021	2.5
2.93533	24.0676	2.6
1.27801	43.9977	2.7
1.69276	53.7296	2.8
3.83124	62.8205	2.9
4.79855	62.8205	3
4.85293	55.1865	3.1
3.61003	32.2844	3.2
1.98875	27.0396	3.3
1.83894	27.8555	3.4
1.78522	24.8252	3.5
1.78556	23.4848	3.6
1.79791	13.345	3.7
1.96041	19.9301	3.8
2.11089	18.2401	3.9
2.42354	3.14685	4
2.56202	22.4359	4.1
3.08488	29.2541	4.2
3.13927	28.9044	4.3
3.01348	40.5594	4.4
3.18199	50.6993	4.5
4.46161	60.4312	4.6
5.75324	58.5082	4.7
6.16798	49.4172	4.8
5.66983	43.1818	4.9
4.87137	44.0559	5
4.6615	46.3869	5.1
4.96814	38.4615	5.2
4.83034	30.9441	5.3
4.41626	22.8438	5.4
3.96014	14.8019	5.5
3.44997	15.3263	5.6
3.61247	18.0653	5.7
3.85906	15.0932	5.8
3.91345	24.8252	5.9
4.65853	33.6247	6
5.15736	20.5128	6.1
4.30485	9.73193	6.2
3.59648	13.6946	6.3
4.35958	21.0956	6.4
4.67823	34.7319	6.5
4.95485	41.2587	6.6
5.05129	40.3263	6.7
5.91649	35.0233	6.8
5.83274	36.4219	6.9
5.46071	36.7133	7
5.69528	33.8578	7.1
5.74366	39.2191	7.2
5.78604	27.1562	7.3
6.25485	29.1375	7.4
5.33026	12.3543	7.5
2.48976	44.5804	7.6
0.778382	54.7786	7.7
0.418365	57.8671	7.8
0.995277	49.0676	7.9
3.08571	43.0653	8
2.61757	44.0559	8.1
0.732024	46.3287	8.2
0.630261	37.6457	8.3
0.432401	30.6527	8.4
0.516824	22.669	8.5
0.535176	14.7436	8.6
0.625606	15.5594	8.7
0.547866	18.1235	8.8
0.410067	15.1515	8.9
0.398394	25.2331	9
0.458788	33.5082	9.1
0.573242	20.0466	9.2
0.561569	10.4312	9.3
0.477818	13.0536	9.4
0.508187	21.9114	9.5
0.460478	56.5268	9.6
0.454811	58.1585	9.7
0.455145	49.5338	9.8
0.245279	43.3566	9.9
0.329702	44.1142	10
0.197909	46.2704	10.1
0.21026	38.0536	10.2
0.240624	31.0606	10.3
0.240963	22.4942	10.4
0.241302	14.627	10.5
0.247647	15.4429	10.6
0.38612	18.1235	10.7
0.764833	15.0932	10.8
0.681088	25.2914	10.9
0.687433	33.8578	11
0.687766	20.8042	11.1
0.676093	9.79021	11.2
0.580336	14.1026	11.3
0.898995	29.021	11.4
0.85128	39.8601	11.5
0.809577	84.3823	11.6
0.74385	86.8298	11.7
0.636081	78.4965	11.8
0.798577	70.338	11.9
0.798916	69.7552	12
0.991448	75.2331	12.1
0.943739	81.0606	12.2
0.817952	73.6014	12.3
0.908376	69.2308	12.4
1.01682	68.2984	12.5
1.01116	76.4569	12.6
1.12561	79.1375	12.7
1.12594	76.7483	12.8
1.03019	76.049	12.9
1.01851	72.9604	13
0.958792	10.5478	13.1
0.965132	68.2984	13.2
0.911417	73.951	13.3
0.899744	73.951	13.4
0.912095	82.1678	13.5
0.912429	83.7995	13.6
1.07493	82.3427	13.7
1.12932	77.9138	13.8
1.14768	78.1469	13.9
1.18405	80.0699	14
1.13034	86.3636	14.1
1.2508	92.5408	14.2
1.49738	103.788	14.3
1.6719	118.298	14.4
1.97253	139.103	14.5
2.21912	150.117	14.6
1.77501	129.254	14.7
1.51108	111.772	14.8
1.45736	101.049	14.9
1.39164	105.303	15
1.36195	116.9	15.1
1.41033	109.848	15.2
1.29655	111.597	15.3
1.35095	115.326	15.4
1.30324	115.501	15.5
